id,b,c,v,t
14013004,14,13,4,"And Abijah riseth up on the hill of Zemaraim that `is' in the hill-country of Ephraim, and saith, `Hear me, Jeroboam and all Israel!"
14013005,14,13,5,"Is it not for you to know that Jehovah, God of Israel, hath given the kingdom to David over Israel to the age, to him and to his sons -- a covenant of salt?"
14013006,14,13,6,"and rise up doth Jeroboam, son of Nebat, servant of Solomon son of David, and rebelleth against his lord!"
14013007,14,13,7,"`And there are gathered unto him vain men, sons of worthlessness, and they strengthen themselves against Rehoboam son of Solomon, and Rehoboam was a youth, and tender of heart, and hath not strengthened himself against them."
14013008,14,13,8,"`And now, ye are saying to strengthen yourselves before the kingdom of Jehovah in the hand of the sons of David, and ye `are' a numerous multitude, and with you calves of gold that Jeroboam hath made to you for gods."
14013009,14,13,9,"`Have ye not cast out the priests of Jehovah, the sons of Aaron, and the Levites, and make to you priests like the peoples of the lands? every one who hath come to fill his hand with a bullock, a son of the herd, and seven rams, even he hath been a priest to No-gods!"
14013010,14,13,10,"`As for us, Jehovah `is' our God, and we have not forsaken Him, and priests are ministering to Jehovah, sons of Aaron and the Levites, in the work,"
14013011,14,13,11,"and are making perfume to Jehovah, burnt-offerings morning by morning, and evening by evening, and perfume of spices, and the arrangement of bread `is' on the pure table, and the candlestick of gold, and its lamps, to burn evening by evening, for we are keeping the charge of Jehovah our God, and ye -- ye have forsaken Him."
14013012,14,13,12,"`And lo, with us -- at `our' head -- `is' God, and His priests and trumpets of shouting to shout against you; O sons of Israel, do not fight with Jehovah, God of your fathers, for ye do not prosper.'"
14013013,14,13,13,"And Jeroboam hath brought round the ambush to come in from behind them, and they are before Judah, and the ambush `is' behind them."
14013014,14,13,14,"And Judah turneth, and lo, against them `is' the battle, before and behind, and they cry to Jehovah, and the priests are blowing with trumpets,"
14013015,14,13,15,"and the men of Judah shout -- and it cometh to pass, at the shouting of the men of Judah, that God hath smitten Jeroboam, and all Israel, before Abijah and Judah."
14013016,14,13,16,"And the sons of Israel flee from the face of Judah, and God giveth them into their hand,"
14013017,14,13,17,"and Abijah and his people smite among them a great smiting, and there fall wounded of Israel five hundred thousand chosen men."
14013018,14,13,18,"And the sons of Israel are humbled at that time, and the sons of Judah are strong, for they have leant on Jehovah, God of their fathers."
14013019,14,13,19,"And Abijah pursueth after Jeroboam, and captureth from him cities, Beth-El and its small towns, and Jeshanah and its small towns, and Ephraim and its small towns."
14013020,14,13,20,"And Jeroboam hath not retained power any more in the days of Abijah, and Jehovah smiteth him, and he dieth."
14013021,14,13,21,"And Abijah strengtheneth himself, and taketh to him fourteen wives, and begetteth twenty and two sons, and sixteen daughters,"
14013022,14,13,22,"and the rest of the matters of Abijah, and his ways, and his words, are written in the `Inquiry' of the prophet Iddo."
14014001,14,14,1,"And Abijah lieth with his fathers, and they bury him in the city of David, and reign doth Asa his son in his stead: in his days was the land quiet ten years."
14014002,14,14,2,"And Asa doth that which is good, and that which is right, in the eyes of Jehovah his God,"
14014003,14,14,3,"and turneth aside the altars of the stranger, and the high places, and breaketh the standing-pillars, and cutteth down the shrines,"
14014004,14,14,4,"and saith to Judah to seek Jehovah, God of their fathers, and to do the law and the command;"
14014005,14,14,5,"and he turneth aside out of all cities of Judah the high places and the images, and the kingdom is quiet before him."
14014006,14,14,6,"And he buildeth cities of bulwarks in Judah, for the land hath quiet, and there is no war with him in these years, because Jehovah hath given rest to him."
14014007,14,14,7,"And he saith to Judah, `Let us build these cities, and compass `them' with wall, and towers, two-leaved doors, and bars, while the land `is' before us, because we have sought Jehovah our God, we have sought, and He giveth rest to us round about;' and they build and prosper."
14014008,14,14,8,"And there is to Asa a force bearing target and spear, out of Judah three hundred thousand, and out of Benjamin, bearing shield and treading bow, two hundred and eighty thousand: all these `are' mighty of valour."
14014009,14,14,9,"And come out unto them doth Zerah the Cushite with a force of a thousand thousand, and chariots three hundred, and he cometh in unto Mareshah,"
14014010,14,14,10,"and Asa goeth out before him, and they set battle in array in the valley of Zephathah at Mareshah."
14014011,14,14,11,"And Asa calleth unto Jehovah his God, and saith, `Jehovah! it is nothing with Thee to help, between the mighty and those who have no power; help us, O Jehovah, our God, for on Thee we have leant, and in Thy name we have come against this multitude; O Jehovah, our God thou `art'; let him not prevail with Thee -- mortal man!"
14014012,14,14,12,"And Jehovah smiteth the Cushim before Asa, and before Judah, and the Cushim flee,"
14014013,14,14,13,"and Asa and the people who `are' with him pursue them even to Gerar, and there fall of the Cushim, for they have no preserving, because they have been broken before Jehovah, and before His camp; and they bear away very much spoil,"
14014014,14,14,14,"and smite all the cities round about Gerar, for a fear of Jehovah hath been upon them, and they spoil all the cities, for abundant spoil hath been in them;"
14014015,14,14,15,"and also tents of cattle they have smitten, and they capture sheep in abundance, and camels, and turn back to Jerusalem."
14015001,14,15,1,"And upon Azariah son of Oded hath been the Spirit of God,"
14015002,14,15,2,"and he goeth out before Asa, and saith to him, `Hear, me, Asa, and all Judah and Benjamin; Jehovah `is' with you -- in your being with Him, and if ye seek Him, He is found of you, and if ye forsake Him, He forsaketh you;"
14015003,14,15,3,"and many days `are' to Israel without a true God, and without a teaching priest, and without law,"
14015004,14,15,4,"and it turneth back in its distress unto Jehovah, God of Israel, and they seek Him, and He is found of them,"
14015005,14,15,5,"and in those times there is no peace to him who is going out, and to him who is coming in, for many troubles `are' on all the inhabitants of the lands,"
14015006,14,15,6,"and they have been beaten down, nation by nation, and city by city, for God hath troubled them with every adversity;"
14015007,14,15,7,"and ye, be ye strong, and let not your hands be feeble, for there is a reward for your work.'"
14015008,14,15,8,"And at Asa's hearing these words, and the prophecy of Oded the prophet, he hath strengthened himself, and doth cause the abominations to pass away out of all the land of Judah and Benjamin, and out of the cities that he hath captured from the hill-country of Ephraim, and reneweth the altar of Jehovah that `is' before the porch of Jehovah,"
14015009,14,15,9,"and gathereth all Judah and Benjamin, and the sojourners with them out of Ephraim, and Manasseh, and out of Simeon -- for they have fallen unto him from Israel in abundance, in their seeing that Jehovah his God `is' with him."
14015010,14,15,10,"And they are gathered to Jerusalem in the third month of the fifteenth year of the reign of Asa,"
14015011,14,15,11,"and sacrifice to Jehovah on that day from the spoil they have brought in -- oxen seven hundred, and sheep seven thousand,"
